iter	RMSE
444	4.114317305
445	4.111891351
446	4.110558886
447	4.105848251
448	4.101446303
449	4.096728457
450	4.096453964
451	4.094265534
452	4.090317034
453	4.086642292
454	4.084436366
455	4.08061072
456	4.077781126
457	4.076908684
458	4.074120454
459	4.073790518
460	4.072742954
461	4.070835554
462	4.066321922
463	4.064779577
464	4.063401175
465	4.05870265
466	4.055469678
467	4.052776172
468	4.048334019
469	4.045654271
470	4.041446263
471	4.038628666
472	4.036553854
473	4.034038318
474	4.030837408
475	4.030311596
476	4.026972965
477	4.026404327
478	4.023622713
479	4.021911706
480	4.017745099
481	4.016128126
482	4.014237634
483	4.011508917
484	4.007660176
485	4.005699812
486	4.005134697
487	4.00503822
488	4.002329346
489	4.002117086
490	3.999844604
491	3.996985524
492	3.996450004
493	3.995280922
494	3.994833581
495	3.994113795
496	3.99136221
497	3.990640197
498	3.990214988
499	3.988797173
500	3.988206302
501	3.987082614
502	3.983641265
503	3.983364751
504	3.982314403
505	3.98210735
506	3.978317185
507	3.977270336
508	3.97507921
509	3.96934501
510	3.968962845
511	3.96752283
512	3.965386917
513	3.963007913
514	3.959617674
515	3.958903051
516	3.958421649
517	3.957885416
518	3.954230875
519	3.953373386
520	3.952927005
521	3.951214778
522	3.95051255
523	3.947534211
524	3.947036284
525	3.944610181
526	3.944422792
527	3.939994681
528	3.9371531
529	3.936581086
530	3.933783971
531	3.93269403
532	3.931208313
533	3.93066959
534	3.929949445
535	3.927260689
536	3.924733409
537	3.921993152
538	3.919198101
539	3.91813442
540	3.916875495
541	3.91058975
542	3.909640274
543	3.908580576
544	3.905053516
545	3.904470645
546	3.903575204
547	3.903229275
548	3.902446814
549	3.901192165
550	3.900652316
551	3.899206078
552	3.896525385
553	3.89606951
554	3.8919187
555	3.88688359
556	3.882484654
557	3.880485957
558	3.880254365
559	3.877336568
560	3.876433001
561	3.872504919
562	3.870664484
563	3.870213432
564	3.86955987
565	3.867834938
566	3.866841987
567	3.862666857
568	3.861784503
569	3.858381505
570	3.855638458
571	3.853332171
572	3.848913517
573	3.844756274
574	3.841327261
575	3.837817003
576	3.834227312
577	3.833601221
578	3.831633457
579	3.830556572
580	3.827804866
581	3.823507518
582	3.821394066
583	3.816732688
584	3.816177412
585	3.81551073
586	3.813928169
587	3.812664711
588	3.80820446
589	3.806974523
590	3.805116421
591	3.801181953
592	3.799972545
593	3.796855045
594	3.794123331
595	3.790875636
596	3.788451907
597	3.786073158
598	3.783121053
599	3.782821049
600	3.78176447
601	3.779603515
602	3.778554935
603	3.776041959
604	3.775425193
605	3.773186808
606	3.772631581
607	3.772462735
608	3.772137459
609	3.771488763
610	3.768854274
611	3.766164899
612	3.76590598
613	3.761759042
614	3.761111946
615	3.760557063
616	3.76012114
617	3.760009948
618	3.75826161
619	3.757116078
620	3.7532658
621	3.751507893
622	3.750160375
623	3.746726461
624	3.741144245
625	3.736835957
626	3.735743796
627	3.735300296
628	3.735084944
629	3.734867984
630	3.734400015
631	3.729907086
632	3.727348369
633	3.726746806
634	3.724546974
635	3.720965272
636	3.717189171
637	3.716742329
638	3.716202742
639	3.71572962
640	3.715417061
641	3.714657787
642	3.714232368
643	3.710725482
644	3.708458423
645	3.707073489
646	3.706548951
647	3.705903312
648	3.700946907
649	3.699071883
650	3.697524464
651	3.696778822
652	3.696181888
653	3.696118765
654	3.694569857
655	3.693404477
656	3.690539986
657	3.68908972
658	3.685680271
659	3.684019949
660	3.681941036
661	3.681545973
662	3.680970056
663	3.679204358
664	3.676832081
665	3.673881047
666	3.672500409
667	3.66912982
668	3.668680977
669	3.667217052
670	3.664513147
671	3.659996096
672	3.659465276
673	3.658904766
674	3.657172517
675	3.655796183
676	3.655110265
677	3.654456332
678	3.651963331
679	3.651039765
680	3.649734455
681	3.649564742
682	3.647000616
683	3.646899762
684	3.645654221
685	3.645368595
686	3.642415037
687	3.639844229
688	3.636784734
689	3.636137254
690	3.633821106
691	3.633179099
692	3.629433505
693	3.625988426
694	3.625301434
695	3.623203702
696	3.620940374
697	3.620761984
698	3.618668451
699	3.617765472
700	3.615538604
701	3.615263187
702	3.613727919
703	3.613644083
704	3.613464065
705	3.611957849
706	3.610521391
707	3.60970148
708	3.608524699
709	3.607993725
710	3.605379774
711	3.604904159
712	3.603668515
713	3.603172814
714	3.602454672
715	3.601251636
716	3.600714097
717	3.600251906
718	3.596426364
719	3.596009554
720	3.59355462
721	3.592856895
722	3.590340794
723	3.589279614
724	3.585211575
725	3.584329298
726	3.583919185
727	3.582066634
728	3.582002999
729	3.579806469
730	3.57897233
731	3.577380824
732	3.576361608
733	3.575009422
734	3.571563405
735	3.571190644
736	3.571045792
737	3.570055687
738	3.569667045
739	3.568386762
740	3.564219935
741	3.562763074
742	3.561445064
743	3.561355174
744	3.559796663
745	3.556517542
746	3.55636761
747	3.553643156
748	3.553430044
749	3.551430756
750	3.547932932
751	3.547070466
752	3.546163392
753	3.544640038
754	3.543153697
755	3.541596543
756	3.539760962
757	3.536524513
758	3.534217124
759	3.532911883
760	3.530308708
761	3.528325377
762	3.52515812
763	3.521352194
764	3.520271526
765	3.518325856
766	3.517988294
767	3.515905288
768	3.515128799
769	3.51438808
770	3.513865648
771	3.511641963
772	3.511432078
773	3.509586587
774	3.506975946
775	3.506780754
776	3.503002125
777	3.499698913
778	3.499372904
779	3.497079758
780	3.496307359
781	3.493204314
782	3.491821071
783	3.489571115
784	3.487894699
785	3.484262155
786	3.483466968
787	3.480673153
788	3.479421759
789	3.478300005
790	3.477803577
791	3.476023391
792	3.473209783
793	3.470660787
794	3.469894015
795	3.467829805
796	3.466396876
797	3.465515651
798	3.464105079
799	3.461666341
800	3.460356532
801	3.458846472
802	3.457608067
803	3.456164924
804	3.454807942
805	3.453224862
806	3.451580896
807	3.448890305
808	3.446534648
809	3.443014674
810	3.44023706
811	3.438036195
812	3.437196631
813	3.434884502
814	3.432645014
815	3.43055415
816	3.427094764
817	3.4260651
818	3.425723709
819	3.42566541
820	3.425286006
821	3.423286925
822	3.42211735
823	3.421743605
824	3.420148796
825	3.419703936
826	3.419222825
827	3.416943206
828	3.413456155
829	3.410588128
830	3.410087029
831	3.407941951
832	3.405916887
833	3.405865411
834	3.404095266
835	3.401902676
836	3.400841966
837	3.398250922
838	3.39786508
839	3.395461188
840	3.393765891
841	3.39275989
842	3.39234394
843	3.389233013
844	3.388501007
845	3.385997858
846	3.383521285
847	3.382138995
848	3.381840174
849	3.380458007
850	3.379466966
851	3.379149723
852	3.376099455
853	3.373964998
854	3.372760646
855	3.37118914
856	3.368161265
857	3.367118339
858	3.366813962
859	3.365211407
860	3.362099201
861	3.35926342
862	3.358880902
863	3.357988038
864	3.35747281
865	3.356333414
866	3.355138201
867	3.354754594
868	3.352816509
869	3.351147366
870	3.350788978
871	3.348051081
872	3.346428804
873	3.34468552
874	3.344405986
875	3.343945824
876	3.343841705
877	3.342829638
878	3.342408278
879	3.341150676
880	3.340926013
881	3.339432144
882	3.337020797
883	3.334092993
884	3.333289605
885	3.333022378
886	3.331363021
887	3.329750779
888	3.329330166
889	3.326666509
890	3.326573423
891	3.32336884
892	3.321845885
893	3.320238865
894	3.319860062
895	3.31750519
896	3.315652468
897	3.314965191
898	3.312470282
899	3.310087502
900	3.309832258
901	3.309778469
902	3.308727309
903	3.30789601
904	3.305533507
905	3.304982489
906	3.303904992
907	3.301737067
908	3.30089185
909	3.295976751
910	3.294436784
911	3.293414715
912	3.291501343
913	3.290992218
914	3.290080529
915	3.288665965
916	3.286404268
917	3.284264058
918	3.284210259
919	3.284141876
920	3.283367781
921	3.28155048
922	3.281235595
923	3.27916514
924	3.278767643
925	3.27772936
926	3.27612112
927	3.275110267
928	3.274777499
929	3.274618276
930	3.272471509
931	3.269088291
932	3.267909716
933	3.267870221
934	3.266335737
935	3.263947763
936	3.261502276
937	3.260042352
938	3.257793903
939	3.257065017
940	3.2559543
941	3.254038397
942	3.251087942
943	3.24980875
944	3.248413554
945	3.247925346
946	3.247393187
947	3.24537864
948	3.24445506
949	3.242749773
950	3.242509282
951	3.239775669
952	3.238624962
953	3.237582669
954	3.235691049
955	3.235122801
956	3.233543019
957	3.232003486
958	3.230653548
959	3.227683103
960	3.227146169
961	3.224774558
962	3.221600674
963	3.220763894
964	3.219411825
965	3.219062361
966	3.217373151
967	3.216783932
968	3.215645522
969	3.213984014
970	3.211323322
971	3.210641175
972	3.210511774
973	3.209449822
974	3.208861524
975	3.20702937
976	3.204898152
977	3.202620852
978	3.201809456
979	3.199221323
980	3.197821363
981	3.196494181
982	3.194733003
983	3.194200363
984	3.192214769
985	3.191361824
986	3.190957661
987	3.188710682
988	3.186939414
989	3.185217748
990	3.183034083
991	3.182980576
992	3.180837707
993	3.179725443
994	3.178533827
995	3.176477374
996	3.176427662
997	3.173719525
998	3.171928426
999	3.170625469
